spawn,item,item_id,instant,fair,patient,price_date,n_sessions_spawn,creatures
Werehyena MS 290+,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
BOOK WORLD,gold coins,,,,,,1,Bluebeak|Lion Hydra
BOOK WORLD,platinum coins,,,,,,1,Bluebeak|Lion Hydra
Behemoth (Cyclopolis),assassin stars,7368,14,4,15,2026-09-14 21:28,1,Behemoth
Behemoth (Cyclopolis),battle stones,11447,289,128,290,2026-09-14 21:31,1,Behemoth
Behemoth (Cyclopolis),bolts,3446,2,1,3,2026-09-14 21:24,1,Dwarf Soldier
Behemoth (Cyclopolis),crossbows,3349,98,54,99,2026-09-14 21:28,1,Dragon
Behemoth (Cyclopolis),cyclops toes,9657,74,27,75,2026-09-14 21:33,1,Cyclops Smith
Behemoth (Cyclopolis),double axes,3275,898,,899,2026-09-14 21:25,1,Behemoth
Behemoth (Cyclopolis),dragon ham,3583,69,,70,2026-09-14 21:10,1,Dragon
Behemoth (Cyclopolis),dragon&#39;s tails,,,,,,1,Dragon
Behemoth (Cyclopolis),gold coins,,,,,,1,Behemoth|Cyclops|Cyclops Drone|Cyclops Smith|Dragon|Dwarf Soldier
Behemoth (Cyclopolis),meat,3577,,,,,1,Behemoth|Cyclops|Cyclops Drone|Cyclops Smith
Behemoth (Cyclopolis),platinum coins,,,,,,1,Behemoth
Behemoth (Cyclopolis),shovels,3457,448,1,449,2026-09-14 21:20,1,Dwarf Soldier
Behemoth (Cyclopolis),soldier helmets,3375,328,,329,2026-09-14 21:12,1,Dwarf Soldier
Behemoth (Cyclopolis),steel shields,3409,75,17,76,2026-09-14 21:20,1,Dragon
Behemoth (Cyclopolis),white mushrooms,3723,4,3,5,2026-09-14 21:10,1,Dwarf Soldier
Hellspawn (Yalahar),battle hammers,3305,114,112,115,2026-09-14 21:26,2,Plaguesmith
Hellspawn (Yalahar),dirty capes,3122,,,,,2,Plaguesmith
Hellspawn (Yalahar),gold coins,,,,,,2,Gozzler|Hellspawn|Plaguesmith
Hellspawn (Yalahar),great health potions,239,14,,15,2026-09-14 21:18,2,Hellspawn
Hellspawn (Yalahar),hellspawn tails,10304,488,265,489,2026-09-14 21:35,2,Hellspawn
Hellspawn (Yalahar),morning stars,3282,96,34,97,2026-09-14 21:27,2,Plaguesmith
Hellspawn (Yalahar),mouldy cheeses,3120,0,,1,2026-09-14 21:15,2,Plaguesmith
Hellspawn (Yalahar),pieces of iron,,,,,,2,Plaguesmith
Hellspawn (Yalahar),plate shields,3410,,10,,2026-09-14 21:19,2,Gozzler
Hellspawn (Yalahar),steel shields,3409,75,17,76,2026-09-14 21:20,2,Plaguesmith
Hellspawn (Yalahar),two handed swords,3265,389,238,390,2026-09-14 21:30,2,Plaguesmith
Werehayena hunt,axes,3274,,,,,1,Werehyaena
Werehayena hunt,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
Werehayena hunt,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
Werehayena hunt,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
Werehayena hunt,knives,,,,,,1,Werehyaena
Werehayena hunt,meat,3577,,,,,1,Werehyaena
Werehayena hunt,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Werehayena hunt,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Werehayena hunt,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Grim Reaper (Yalahar),demonic essence,6499,999,898,1000,2026-09-14 21:33,2,Grim Reaper
Grim Reaper (Yalahar),flasks of demonic blood,,,,,,2,Grim Reaper
Grim Reaper (Yalahar),gold coins,,,,,,2,Grim Reaper
Sea serpent (Svargrond),dragon ham,3583,69,,70,2026-09-14 21:10,1,Sea Serpent
Sea serpent (Svargrond),gold coins,,,,,,1,Sea Serpent|Young Sea Serpent
Sea serpent (Svargrond),morning stars,3282,96,34,97,2026-09-14 21:27,1,Young Sea Serpent
Sea serpent (Svargrond),platinum coins,,,,,,1,Sea Serpent
Sea serpent (Svargrond),sea serpent scales,9666,597,362,598,2026-09-14 21:37,1,Sea Serpent
STONFIN 0908,cheese,3607,59,,60,2026-09-14 21:09,1,Corym Charlatan|Corym Skirmisher
STONFIN 0908,coal,12600,11,5,12,2026-09-14 21:32,1,Stonerefiner
STONFIN 0908,fish,3578,3,,4,2026-09-14 21:10,1,Marsh Stalker
STONFIN 0908,globs of acid slime,,,,,,1,Stonerefiner
STONFIN 0908,gold coins,,,,,,1,Corym Charlatan|Corym Skirmisher|Marsh Stalker|Swampling|Tarantula
STONFIN 0908,half-digested stones,27369,,,,,1,Stonerefiner
STONFIN 0908,meat,3577,,,,,1,Marsh Stalker
STONFIN 0908,nothing ,,,,,,1,Snake
STONFIN 0908,pieces of swampling wood,,,,,,1,Swampling
STONFIN 0908,platinum coins,,,,,,1,Stonerefiner
STONFIN 0908,poisonous slime,9640,48,28,49,2026-09-14 21:36,1,Stonerefiner
STONFIN 0908,rare earth,27301,74,,75,2026-09-14 21:37,1,Stonerefiner
STONFIN 0908,rat cheese,17821,,,,,1,Corym Charlatan|Corym Skirmisher
STONFIN 0908,rat cheese and stonerefiner&#39;s skulls ,,,,,,1,Stonerefiner
STONFIN 0908,soft cheese,17820,4,,5,2026-09-14 21:10,1,Corym Charlatan|Corym Skirmisher
STONFIN 0908,swampling mosses,,,,,,1,Swampling
STONFIN 0908,tarantula eggs,10281,,90,,2026-09-14 21:38,1,Tarantula
STONFIN 0908,white mushrooms,3723,4,3,5,2026-09-14 21:10,1,Swampling
STONFIN 0908,worms,3492,14,1,15,2026-09-14 21:39,1,Marsh Stalker
Glooth Plains - Surface (Oramond),globs of glooth,,,,,,1,Devourer|Glooth Blob|Rot Elemental
Glooth Plains - Surface (Oramond),gold coins,,,,,,1,Blood Beast|Devourer|Glooth Blob|Rot Elemental
Glooth Plains - Surface (Oramond),platinum coins,,,,,,1,Devourer|Rot Elemental
Glooth Plains - Surface (Oramond),poisoned fangs,21195,1089,837,1090,2026-09-14 21:36,1,Blood Beast
Glooth Plains - Surface (Oramond),slime hearts,21194,155,98,156,2026-09-14 21:37,1,Blood Beast
Glooth Plains - Surface (Oramond),strong health potions,236,10,4,11,2026-09-14 21:18,1,Rot Elemental
Glooth Plains - Surface (Oramond),strong mana potions,237,116,100,117,2026-09-14 21:18,1,Rot Elemental
Glooth Tower,fish,3578,3,,4,2026-09-14 21:10,1,Quara Hydromancer Scout
Glooth Tower,globs of glooth,,,,,,1,Devourer|Rot Elemental
Glooth Tower,glooth injection tubes,21103,1659,1421,1660,2026-09-14 21:34,1,Glooth Golem
Glooth Tower,gold coins,,,,,,1,Blood Beast|Devourer|Glooth Golem|Quara Constrictor Scout|Quara Hydromancer Scout|Quara Pincher Scout
Glooth Tower,great mana potions,53161,,32,,2026-06-22 22:11,1,Glooth Golem
Glooth Tower,necromantic rust,21196,2088,1409,2089,2026-09-14 21:36,1,Rustheap Golem
Glooth Tower,platinum coins,,,,,,1,Devourer|Glooth Golem|Rot Elemental|Rustheap Golem
Glooth Tower,poisoned fangs,21195,1089,837,1090,2026-09-14 21:36,1,Blood Beast
Glooth Tower,quara bones,11491,599,460,600,2026-09-14 21:37,1,Quara Predator Scout
Glooth Tower,quara eyes,11488,1948,1143,1949,2026-09-14 21:37,1,Quara Hydromancer Scout
Glooth Tower,quara pincers,11490,,356,,2026-09-14 21:37,1,Quara Pincher Scout
Glooth Tower,quara tentacles,11487,1374,,1375,2026-09-14 21:37,1,Quara Constrictor Scout
Glooth Tower,shrimp,3581,13,2,14,2026-09-14 21:10,1,Quara Constrictor Scout|Quara Hydromancer Scout
Glooth Tower,slime hearts,21194,155,98,156,2026-09-14 21:37,1,Blood Beast
Glooth Tower,strong health potions,236,10,4,11,2026-09-14 21:18,1,Rot Elemental
Glooth Tower,strong mana potions,237,116,100,117,2026-09-14 21:18,1,Rot Elemental
Gnomegate Lava Hot Spot,bananas,3587,,,,,1,Vulcongra
Gnomegate Lava Hot Spot,dragon ham,3583,69,,70,2026-09-14 21:10,1,Dragon Lord
Gnomegate Lava Hot Spot,gold coins,,,,,,1,Dragon Lord|Massive Fire Elemental|Vulcongra
Gnomegate Lava Hot Spot,green mushrooms,3732,99,88,100,2026-09-14 21:10,1,Dragon Lord
Gnomegate Lava Hot Spot,magma clumps,16130,1699,716,1700,2026-09-14 21:35,1,Vulcongra
Gnomegate Lava Hot Spot,platinum coins,,,,,,1,Massive Fire Elemental|Vulcongra
Haunted Mansion,brown crystal splinters,16123,398,263,399,2026-09-14 21:21,1,Gazer Spectre
Haunted Mansion,halberds,3269,598,274,599,2026-09-14 21:25,1,Thanatursus
Haunted Mansion,ham,3582,14,,15,2026-09-14 21:10,1,Thanatursus
Haunted Mansion,meat,3577,,,,,1,Thanatursus
Haunted Mansion,platinum coins,,,,,,1,Gazer Spectre|Thanatursus
Haunted Mansion,small diamonds,3028,299,241,300,2026-09-14 21:24,1,Gazer Spectre
Haunted Mansion,small sapphires,3029,248,214,249,2026-09-14 21:24,1,Gazer Spectre
Buster Spectre Darashia,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Burster Spectre
Buster Spectre Darashia,platinum coins,,,,,,1,Burster Spectre
Darklight,brass helmets,3354,39,26,40,2026-09-14 21:11,1,Zombie
Darklight,crystal coins,,,,,,1,Darklight Matter|Darklight Source|Darklight Striker|Walking Pillar
Darklight,gold coins,,,,,,1,Ghoul|Zombie
Darklight,half-eaten brains,9659,2327,,2328,2026-09-14 21:34,1,Zombie
Darklight,rotten pieces of cloth,,,,,,1,Ghoul
Darklight,small topazes,,,,,,1,Darklight Striker
Darklight,unstable darklight matter,,,,,,1,Darklight Matter|Darklight Striker
Darklight,worms,3492,14,1,15,2026-09-14 21:39,1,Ghoul
Darklight,yellow darklight matter,,,,,,1,Darklight Source|Walking Pillar
DUO 277EM + 250EK,flasks of embalming fluid,,,,,,1,Mummy
DUO 277EM + 250EK,gauze bandages,9649,1098,617,1099,2026-09-14 21:34,1,Mummy
DUO 277EM + 250EK,gold coins,,,,,,1,Mummy
DUO 277EM + 250EK,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Burster Spectre
DUO 277EM + 250EK,ham,3582,14,,15,2026-09-14 21:10,1,Lion
DUO 277EM + 250EK,meat,3577,,,,,1,Lion
DUO 277EM + 250EK,platinum coins,,,,,,1,Burster Spectre
DUO 277EM + 250EK,worms,3492,14,1,15,2026-09-14 21:39,1,Mummy
Buried Cathedral -3,brown crystal splinters,16123,398,263,399,2026-09-14 21:21,1,Gazer Spectre
Buried Cathedral -3,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Arachnophobica|Burster Spectre|Ripper Spectre
Buried Cathedral -3,platinum coins,,,,,,1,Arachnophobica|Burster Spectre|Gazer Spectre|Ripper Spectre
Buried Cathedral -3,small diamonds,3028,299,241,300,2026-09-14 21:24,1,Gazer Spectre
Buried Cathedral -3,small sapphires,3029,248,214,249,2026-09-14 21:24,1,Gazer Spectre
Buried Cathedral -3,two handed swords,3265,389,238,390,2026-09-14 21:30,1,Ripper Spectre
"Duo buried -2 ED, EK",brown crystal splinters,16123,398,263,399,2026-09-14 21:21,1,Gazer Spectre
"Duo buried -2 ED, EK",great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Arachnophobica|Burster Spectre|Ripper Spectre
"Duo buried -2 ED, EK",platinum coins,,,,,,1,Arachnophobica|Burster Spectre|Gazer Spectre|Ripper Spectre
"Duo buried -2 ED, EK",small diamonds,3028,299,241,300,2026-09-14 21:24,1,Gazer Spectre
"Duo buried -2 ED, EK",small sapphires,3029,248,214,249,2026-09-14 21:24,1,Gazer Spectre
"Duo buried -2 ED, EK",two handed swords,3265,389,238,390,2026-09-14 21:30,1,Ripper Spectre
Duo burried cathedral,brown crystal splinters,16123,398,263,399,2026-09-14 21:21,1,Gazer Spectre
Duo burried cathedral,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Arachnophobica|Burster Spectre|Ripper Spectre
Duo burried cathedral,platinum coins,,,,,,1,Arachnophobica|Burster Spectre|Gazer Spectre|Ripper Spectre
Duo burried cathedral,small diamonds,3028,299,241,300,2026-09-14 21:24,1,Gazer Spectre
Duo burried cathedral,small sapphires,3029,248,214,249,2026-09-14 21:24,1,Gazer Spectre
Duo burried cathedral,two handed swords,3265,389,238,390,2026-09-14 21:30,1,Ripper Spectre
"Calassa (Massive Water Elemental, Quara)",fish,3578,3,,4,2026-09-14 21:10,1,Massive Water Elemental
"Calassa (Massive Water Elemental, Quara)",gold coins,,,,,,1,Massive Water Elemental|Quara Constrictor|Quara Hydromancer|Quara Mantassin|Quara Pincher|Quara Predator
"Calassa (Massive Water Elemental, Quara)",great health potions,239,14,,15,2026-09-14 21:18,1,Massive Water Elemental|Quara Pincher
"Calassa (Massive Water Elemental, Quara)",great mana potions,53161,,32,,2026-06-22 22:11,1,Massive Water Elemental
"Calassa (Massive Water Elemental, Quara)",mantassin tails,11489,1274,932,1275,2026-09-14 21:35,1,Quara Mantassin
"Calassa (Massive Water Elemental, Quara)",platinum coins,,,,,,1,Massive Water Elemental|Quara Pincher
"Calassa (Massive Water Elemental, Quara)",quara bones,11491,599,460,600,2026-09-14 21:37,1,Quara Predator
"Calassa (Massive Water Elemental, Quara)",quara eyes,11488,1948,1143,1949,2026-09-14 21:37,1,Quara Hydromancer
"Calassa (Massive Water Elemental, Quara)",quara pincers,11490,,356,,2026-09-14 21:37,1,Quara Pincher
"Calassa (Massive Water Elemental, Quara)",quara tentacles,11487,1374,,1375,2026-09-14 21:37,1,Quara Constrictor
Quaras duo,platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Quara (bestiary),platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Podzilla Quaras,platinum coins,,,,,,5,Quara Looter|Quara Plunderer|Quara Raider
Quaras Podzilla,platinum coins,,,,,,3,Quara Looter|Quara Plunderer|Quara Raider
Teste 1 Quara Podizilla,platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Teste 2 Quara Podizilla,platinum coins,,,,,,1,Quara Looter|Quara Plunderer|Quara Raider
Werehyena (South) - 40min/371lvl,axes,3274,,,,,1,Werehyaena
Werehyena (South) - 40min/371lvl,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
Werehyena (South) - 40min/371lvl,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
Werehyena (South) - 40min/371lvl,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
Werehyena (South) - 40min/371lvl,knives,,,,,,1,Werehyaena
Werehyena (South) - 40min/371lvl,meat,3577,,,,,1,Werehyaena
Werehyena (South) - 40min/371lvl,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Werehyena (South) - 40min/371lvl,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Werehyena (South) - 40min/371lvl,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena South,axes,3274,,,,,1,Werehyaena
Darashia Werehyena South,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
Darashia Werehyena South,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
Darashia Werehyena South,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
Darashia Werehyena South,knives,,,,,,1,Werehyaena
Darashia Werehyena South,meat,3577,,,,,1,Werehyaena
Darashia Werehyena South,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena South,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Darashia Werehyena South,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena North,axes,3274,,,,,1,Werehyaena
Darashia Werehyena North,great health potions,239,14,,15,2026-09-14 21:18,1,Werehyaena
Darashia Werehyena North,great mana potions,53161,,32,,2026-06-22 22:11,1,Werehyaena Shaman
Darashia Werehyena North,halberds,3269,598,274,599,2026-09-14 21:25,1,Werehyaena
Darashia Werehyena North,knives,,,,,,1,Werehyaena
Darashia Werehyena North,meat,3577,,,,,1,Werehyaena
Darashia Werehyena North,meat and worms ,,,,,,1,Hyaena
Darashia Werehyena North,platinum coins,,,,,,1,Werehyaena|Werehyaena Shaman
Darashia Werehyena North,small amethysts,3033,198,172,199,2026-09-14 21:24,1,Werehyaena Shaman
Darashia Werehyena North,werehyaena noses,33943,224,159,225,2026-09-14 21:39,1,Werehyaena|Werehyaena Shaman
Werelions -2,axes,3274,,,,,3,White Lion
Werelions -2,dark armors,3383,297,121,298,2026-09-14 21:01,3,Werelion
Werelions -2,gold coins,,,,,,3,Werelioness
Werelions -2,great spirit potions,7642,151,113,152,2026-09-14 21:18,3,Werelion|White Lion
Werelions -2,ham,3582,14,,15,2026-09-14 21:10,3,Werelioness
Werelions -2,leather boots,3552,,,,,3,White Lion
Werelions -2,lion&#39;s manes,,,,,,3,Werelion|Werelioness|White Lion
Werelions -2,meat,3577,,,,,3,Werelioness
Werelions -2,platinum coins,,,,,,3,Werelion|Werelioness|White Lion
Werelions -2,rapiers,3272,14,,15,2026-09-14 21:29,3,Werelioness
Werelions -2,soul orbs,5944,29,20,30,2026-09-14 21:24,3,Werelioness
Werelions -2,terra boots,813,2798,2203,2799,2026-09-14 21:03,3,White Lion
Werelions -2,twin hooks,10392,469,152,470,2026-09-14 21:30,3,White Lion
Werelions -1,axes,3274,,,,,3,White Lion
Werelions -1,dark armors,3383,297,121,298,2026-09-14 21:01,3,Werelion
Werelions -1,gold coins,,,,,,3,Werelioness
Werelions -1,great spirit potions,7642,151,113,152,2026-09-14 21:18,3,Werelion|White Lion
Werelions -1,ham,3582,14,,15,2026-09-14 21:10,3,Werelioness
Werelions -1,leather boots,3552,,,,,3,White Lion
Werelions -1,lion&#39;s manes,,,,,,3,Werelion|Werelioness|White Lion
Werelions -1,meat,3577,,,,,3,Werelioness
Werelions -1,platinum coins,,,,,,3,Werelion|Werelioness|White Lion
Werelions -1,rapiers,3272,14,,15,2026-09-14 21:29,3,Werelioness
Werelions -1,soul orbs,5944,29,20,30,2026-09-14 21:24,3,Werelioness
Werelions -1,terra boots,813,2798,2203,2799,2026-09-14 21:03,3,White Lion
Werelions -1,twin hooks,10392,469,152,470,2026-09-14 21:30,3,White Lion
|Rapid| Werelions -2,axes,3274,,,,,1,White Lion
|Rapid| Werelions -2,dark armors,3383,297,121,298,2026-09-14 21:01,1,Werelion
|Rapid| Werelions -2,gold coins,,,,,,1,Werelioness
|Rapid| Werelions -2,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Werelion|White Lion
|Rapid| Werelions -2,ham,3582,14,,15,2026-09-14 21:10,1,Werelioness
|Rapid| Werelions -2,leather boots,3552,,,,,1,White Lion
|Rapid| Werelions -2,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
|Rapid| Werelions -2,meat,3577,,,,,1,Werelioness
|Rapid| Werelions -2,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
|Rapid| Werelions -2,rapiers,3272,14,,15,2026-09-14 21:29,1,Werelioness
|Rapid| Werelions -2,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Werelioness
|Rapid| Werelions -2,terra boots,813,2798,2203,2799,2026-09-14 21:03,1,White Lion
|Rapid| Werelions -2,twin hooks,10392,469,152,470,2026-09-14 21:30,1,White Lion
|Rapid| Werelions -1,axes,3274,,,,,1,White Lion
|Rapid| Werelions -1,dark armors,3383,297,121,298,2026-09-14 21:01,1,Werelion
|Rapid| Werelions -1,gold coins,,,,,,1,Werelioness
|Rapid| Werelions -1,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Werelion|White Lion
|Rapid| Werelions -1,ham,3582,14,,15,2026-09-14 21:10,1,Werelioness
|Rapid| Werelions -1,leather boots,3552,,,,,1,White Lion
|Rapid| Werelions -1,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
|Rapid| Werelions -1,meat,3577,,,,,1,Werelioness
|Rapid| Werelions -1,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
|Rapid| Werelions -1,rapiers,3272,14,,15,2026-09-14 21:29,1,Werelioness
|Rapid| Werelions -1,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Werelioness
|Rapid| Werelions -1,terra boots,813,2798,2203,2799,2026-09-14 21:03,1,White Lion
|Rapid| Werelions -1,twin hooks,10392,469,152,470,2026-09-14 21:30,1,White Lion
|Double| Werelions -1,axes,3274,,,,,1,White Lion
|Double| Werelions -1,dark armors,3383,297,121,298,2026-09-14 21:01,1,Werelion
|Double| Werelions -1,gold coins,,,,,,1,Werelioness
|Double| Werelions -1,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Werelion|White Lion
|Double| Werelions -1,ham,3582,14,,15,2026-09-14 21:10,1,Werelioness
|Double| Werelions -1,leather boots,3552,,,,,1,White Lion
|Double| Werelions -1,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
|Double| Werelions -1,meat,3577,,,,,1,Werelioness
|Double| Werelions -1,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
|Double| Werelions -1,rapiers,3272,14,,15,2026-09-14 21:29,1,Werelioness
|Double| Werelions -1,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Werelioness
|Double| Werelions -1,terra boots,813,2798,2203,2799,2026-09-14 21:03,1,White Lion
|Double| Werelions -1,twin hooks,10392,469,152,470,2026-09-14 21:30,1,White Lion
Werelions,axes,3274,,,,,1,White Lion
Werelions,dark armors,3383,297,121,298,2026-09-14 21:01,1,Werelion
Werelions,gold coins,,,,,,1,Werelioness
Werelions,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Werelion|White Lion
Werelions,ham,3582,14,,15,2026-09-14 21:10,1,Werelioness
Werelions,leather boots,3552,,,,,1,White Lion
Werelions,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
Werelions,meat,3577,,,,,1,Werelioness
Werelions,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
Werelions,rapiers,3272,14,,15,2026-09-14 21:29,1,Werelioness
Werelions,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Werelioness
Werelions,terra boots,813,2798,2203,2799,2026-09-14 21:03,1,White Lion
Werelions,twin hooks,10392,469,152,470,2026-09-14 21:30,1,White Lion
werelions,axes,3274,,,,,2,White Lion
werelions,dark armors,3383,297,121,298,2026-09-14 21:01,2,Werelion
werelions,gold coins,,,,,,2,Crocodile|Cunning Werepanther|Feral Werecrocodile|Killer Caiman|Werecrocodile|Werelioness
werelions,great spirit potions,7642,151,113,152,2026-09-14 21:18,2,Werelion|White Lion
werelions,ham,3582,14,,15,2026-09-14 21:10,2,Crocodile|Killer Caiman|Werelioness
werelions,leather boots,3552,,,,,2,White Lion
werelions,lion&#39;s manes,,,,,,2,Werelion|Werelioness|White Lion
werelions,meat,3577,,,,,2,Werelioness
werelions,meat and striped fur ,,,,,,2,Tiger|White Tiger
werelions,pieces of crocodile leather,,,,,,2,Crocodile|Killer Caiman
werelions,platinum coins,,,,,,2,Cunning Werepanther|Feral Werecrocodile|Werecrocodile|Werelion|Werelioness|Werepanther
werelions,rapiers,3272,14,,15,2026-09-14 21:29,2,Werelioness
werelions,small emeralds,3032,249,161,250,2026-09-14 21:24,2,Killer Caiman
werelions,soul orbs,5944,29,20,30,2026-09-14 21:24,2,Werelioness
werelions,terra boots,813,2798,2203,2799,2026-09-14 21:03,2,White Lion
werelions,twin hooks,10392,469,152,470,2026-09-14 21:30,2,White Lion
werelions,werecrocodile tongues,43729,2299,,2300,2026-09-14 21:39,2,Feral Werecrocodile|Werecrocodile
werelions,werepanther claws,43731,,167,,2026-09-14 21:39,2,Werepanther
werelions,weretiger teeth,,,,,,2,Weretiger|White Weretiger
Werelion -1,axes,3274,,,,,1,White Lion
Werelion -1,dark armors,3383,297,121,298,2026-09-14 21:01,1,Werelion
Werelion -1,gold coins,,,,,,1,Werelioness
Werelion -1,great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Werelion|White Lion
Werelion -1,ham,3582,14,,15,2026-09-14 21:10,1,Werelioness
Werelion -1,leather boots,3552,,,,,1,White Lion
Werelion -1,lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
Werelion -1,meat,3577,,,,,1,Werelioness
Werelion -1,platinum coins,,,,,,1,Werelion|Werelioness|White Lion
Werelion -1,rapiers,3272,14,,15,2026-09-14 21:29,1,Werelioness
Werelion -1,soul orbs,5944,29,20,30,2026-09-14 21:24,1,Werelioness
Werelion -1,terra boots,813,2798,2203,2799,2026-09-14 21:03,1,White Lion
Werelion -1,twin hooks,10392,469,152,470,2026-09-14 21:30,1,White Lion
Werelion -1 (post nerf),axes,3274,,,,,1,White Lion
Werelion -1 (post nerf),dark armors,3383,297,121,298,2026-09-14 21:01,1,Werelion
Werelion -1 (post nerf),gold coins,,,,,,1,Werelioness
Werelion -1 (post nerf),great spirit potions,7642,151,113,152,2026-09-14 21:18,1,Werelion|White Lion
Werelion -1 (post nerf),ham,3582,14,,15,2026-09-14 21:10,1,Werelioness
Werelion -1 (post nerf),leather boots,3552,,,,,1,White Lion
Werelion -1 (post nerf),lion&#39;s manes,,,,,,1,Werelion|Werelioness|White Lion
Werelion -1 (post nerf),meat,3577,,,,,1,Werelioness
Werelion -1 (post nerf),platinum coins,,,,,,1,Werelion|Werelioness|White Lion
Werelion -1 (post nerf),rapiers,3272,14,,15,2026-09-14 21:29,1,Werelioness
Werelion -1 (post nerf),soul orbs,5944,29,20,30,2026-09-14 21:24,1,Werelioness
Werelion -1 (post nerf),terra boots,813,2798,2203,2799,2026-09-14 21:03,1,White Lion
Werelion -1 (post nerf),twin hooks,10392,469,152,470,2026-09-14 21:30,1,White Lion
Weretigers -2,gold coins,,,,,,16,Cunning Werepanther|Weretiger|White Weretiger
Weretigers -2,platinum coins,,,,,,16,Cunning Werepanther|Weretiger|White Weretiger
Weretigers -2,weretiger teeth,,,,,,16,Weretiger|White Weretiger
Weretigers -1,gold coins,,,,,,4,Cunning Werepanther|Weretiger|White Weretiger
Weretigers -1,platinum coins,,,,,,4,Cunning Werepanther|Weretiger|White Weretiger
Weretigers -1,weretiger teeth,,,,,,4,Weretiger|White Weretiger
Weretigers -2 (Fullmoon),gold coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
Weretigers -2 (Fullmoon),meat and striped fur ,,,,,,1,Tiger|White Tiger
Weretigers -2 (Fullmoon),platinum coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
Weretigers -2 (Fullmoon),weretiger teeth,,,,,,1,Weretiger|White Weretiger
Weretiger -2,gold coins,,,,,,3,Cunning Werepanther|Weretiger|White Weretiger
Weretiger -2,platinum coins,,,,,,3,Cunning Werepanther|Weretiger|White Weretiger
Weretiger -2,weretiger teeth,,,,,,3,Weretiger|White Weretiger
Weretiger x2,gold coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
Weretiger x2,platinum coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
Weretiger x2,weretiger teeth,,,,,,1,Weretiger|White Weretiger
Weretiger -1,gold coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
Weretiger -1,meat and striped fur ,,,,,,1,White Tiger
Weretiger -1,platinum coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
Weretiger -1,weretiger teeth,,,,,,1,Weretiger|White Weretiger
EM 300+ WERETIGER -2,gold coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
EM 300+ WERETIGER -2,platinum coins,,,,,,1,Cunning Werepanther|Weretiger|White Weretiger
